give_asset,give_quantity,get_asset,get_quantity,expiration
ULTWORRIER,1,DANKMEMECASH,10.00000000,5000
WEAREALLJOEY,1,DANKMEMECASH,10.00000000,5000
UCITCOIN,1,DANKMEMECASH,10.00000000,5000
WAFFPEPE,1,DANKMEMECASH,10.00000000,5000
TWOCPEPE,1,PEPECASH,100.00000000,5000
TORNATHAN,1,PEPECASH,100.00000000,5000
HELOBOSHI,1,PEPECASH,100.00000000,5000
HAIRKEVIN,1,PEPECASH,100.00000000,5000
GOBEKLIPEPE,1,PEPECASH,100.00000000,5000
TORNATHAN,1,XCP,0.10000000,5000
HELOBOSHI,1,XCP,0.10000000,5000
TWOCPEPE,1,XCP,0.10000000,5000
HAIRKEVIN,1,XCP,0.10000000,5000
GOBEKLIPEPE,1,XCP,0.10000000,5000
TORNATHAN,1,DANKMEMECASH,10.00000000,5000
TWOCPEPE,1,DANKMEMECASH,10.00000000,5000
HAIRKEVIN,1,DANKMEMECASH,10.00000000,5000
HELOBOSHI,1,DANKMEMECASH,10.00000000,5000
GOBEKLIPEPE,1,DANKMEMECASH,10.00000000,5000
FUNGUSAPEPE,1,PEPECASH,100.00000000,5000
FLOONMAS,1,PEPECASH,100.00000000,5000
FROGCLUB,1,PEPECASH,100.00000000,5000
FROGSONGPEPE,1,PEPECASH,100.00000000,5000
GNIZAMAEPEPA,1,PEPECASH,100.00000000,5000
FROGSONGPEPE,1,XCP,0.10000000,5000
FROGCLUB,1,XCP,0.10000000,5000
FLOONMAS,1,XCP,0.10000000,5000
FUNGUSAPEPE,1,XCP,0.10000000,5000
GNIZAMAEPEPA,1,XCP,0.10000000,5000
FUNGUSAPEPE,1,DANKMEMECASH,10.00000000,5000
FROGCLUB,1,DANKMEMECASH,10.00000000,5000
FLOONMAS,1,DANKMEMECASH,10.00000000,5000
FROGSONGPEPE,1,DANKMEMECASH,10.00000000,5000
GNIZAMAEPEPA,1,DANKMEMECASH,10.00000000,5000
FLOCKPARTY,1,PEPECASH,100.00000000,5000
FLOONEYHEADS,1,PEPECASH,100.00000000,5000
FLOCKMUSIC,1,PEPECASH,100.00000000,5000
FLOCKCLUB,1,PEPECASH,100.00000000,5000
FEELSWEIRD,1,PEPECASH,100.00000000,5000
FLOCKCLUB,1,XCP,0.10000000,5000
FLOCKPARTY,1,XCP,0.10000000,5000
FLOONEYHEADS,1,XCP,0.10000000,5000
FLOCKMUSIC,1,XCP,0.10000000,5000
FEELSWEIRD,1,XCP,0.10000000,5000
FLOCKMUSIC,1,DANKMEMECASH,10.00000000,5000
FLOCKCLUB,1,DANKMEMECASH,10.00000000,5000
FLOONEYHEADS,1,DANKMEMECASH,10.00000000,5000
FLOCKPARTY,1,DANKMEMECASH,10.00000000,5000
FEELSWEIRD,1,DANKMEMECASH,10.00000000,5000
FAKEKEKOWSKI,1,PEPECASH,100.00000000,5000
FAKEGOAT,1,PEPECASH,100.00000000,5000
FAKEKYCPEPE,1,PEPECASH,100.00000000,5000
FAKESPACEDUB,1,PEPECASH,100.00000000,5000
FAYC,1,PEPECASH,100.00000000,5000
FAKEKYCPEPE,1,XCP,0.10000000,5000
FAKESPACEDUB,1,XCP,0.10000000,5000
FAKEGOAT,1,XCP,0.10000000,5000
FAKEKEKOWSKI,1,XCP,0.10000000,5000
FAYC,1,XCP,0.10000000,5000
FAKESPACEDUB,1,DANKMEMECASH,10.00000000,5000
FAKEKYCPEPE,1,DANKMEMECASH,10.00000000,5000
FAKEGOAT,1,DANKMEMECASH,10.00000000,5000
FAKEKEKOWSKI,1,DANKMEMECASH,10.00000000,5000
FAYC,1,DANKMEMECASH,10.00000000,5000
DOODLEGHANDI,1,PEPECASH,100.00000000,5000
DAVEYBOBSMTH,1,PEPECASH,100.00000000,5000
EKAFKERAM,1,PEPECASH,100.00000000,5000
DRAGONDARKY,1,PEPECASH,100.00000000,5000
FAKEFLOONEY,1,PEPECASH,100.00000000,5000
DRAGONDARKY,1,XCP,0.10000000,5000
EKAFKERAM,1,XCP,0.10000000,5000
DOODLEGHANDI,1,XCP,0.10000000,5000
DAVEYBOBSMTH,1,XCP,0.10000000,5000
FAKEFLOONEY,1,XCP,0.10000000,5000
DRAGONDARKY,1,DANKMEMECASH,10.00000000,5000
DOODLEGHANDI,1,DANKMEMECASH,10.00000000,5000
EKAFKERAM,1,DANKMEMECASH,10.00000000,5000
DAVEYBOBSMTH,1,DANKMEMECASH,10.00000000,5000
FAKEFLOONEY,1,DANKMEMECASH,10.00000000,5000
CHONGALIEN,1,PEPECASH,100.00000000,5000
COCOBWARE,1,PEPECASH,100.00000000,5000
DARKPILLPUP,1,PEPECASH,100.00000000,5000
DANIELHOOPS,1,PEPECASH,100.00000000,5000
BOBOHEENAN,1,PEPECASH,100.00000000,5000
DANIELHOOPS,1,XCP,0.10000000,5000
CHONGALIEN,1,XCP,0.10000000,5000
COCOBWARE,1,XCP,0.10000000,5000
DARKPILLPUP,1,XCP,0.10000000,5000
BOBOHEENAN,1,XCP,0.10000000,5000
CHONGALIEN,1,DANKMEMECASH,10.00000000,5000
DARKPILLPUP,1,DANKMEMECASH,10.00000000,5000
COCOBWARE,1,DANKMEMECASH,10.00000000,5000
BOBOHEENAN,1,DANKMEMECASH,10.00000000,5000
DANIELHOOPS,1,DANKMEMECASH,10.00000000,5000
BASQEQ,1,PEPECASH,100.00000000,5000
A9816334573873528313,1,PEPECASH,100.00000000,5000
A9836658351052141895,1,PEPECASH,100.00000000,5000
BIGBOOOMAN,1,PEPECASH,100.00000000,5000
A920272242107890497,1,PEPECASH,100.00000000,5000
A9836658351052141895,1,XCP,0.10000000,5000
BASQEQ,1,XCP,0.10000000,5000
A9816334573873528313,1,XCP,0.10000000,5000
BIGBOOOMAN,1,XCP,0.10000000,5000
A920272242107890497,1,XCP,0.10000000,5000
BASQEQ,1,DANKMEMECASH,10.00000000,5000
BIGBOOOMAN,1,DANKMEMECASH,10.00000000,5000
A9836658351052141895,1,DANKMEMECASH,10.00000000,5000
A920272242107890497,1,DANKMEMECASH,10.00000000,5000
A9816334573873528313,1,DANKMEMECASH,10.00000000,5000
A8883132498510924183,1,PEPECASH,100.00000000,5000
KEKGIRL,1,PEPECASH,100.00000000,5000
A8718617862755322589,1,PEPECASH,100.00000000,5000
A9076275087923551338,1,PEPECASH,100.00000000,5000
KEKFLIP,1,PEPECASH,100.00000000,5000
A8883132498510924183,1,XCP,0.10000000,5000
KEKGIRL,1,XCP,0.10000000,5000
A8718617862755322589,1,XCP,0.10000000,5000
A9076275087923551338,1,XCP,0.10000000,5000
KEKFLIP,1,XCP,0.10000000,5000
KEKGIRL,1,DANKMEMECASH,10.00000000,5000
A8718617862755322589,1,DANKMEMECASH,10.00000000,5000
A8883132498510924183,1,DANKMEMECASH,10.00000000,5000
A9076275087923551338,1,DANKMEMECASH,10.00000000,5000
KEKFLIP,1,DANKMEMECASH,10.00000000,5000
HYPNOTOAD,1,PEPECASH,100.00000000,5000
HTFPS,1,PEPECASH,100.00000000,5000
HUNTERSPEPE,1,PEPECASH,100.00000000,5000
KEKASHIC,1,PEPECASH,100.00000000,5000
HELOBOSHI,1,PEPECASH,100.00000000,5000
HYPNOTOAD,1,XCP,0.10000000,5000
HTFPS,1,XCP,0.10000000,5000
HUNTERSPEPE,1,XCP,0.10000000,5000
KEKASHIC,1,XCP,0.10000000,5000
HELOBOSHI,1,XCP,0.10000000,5000
HTFPS,1,DANKMEMECASH,10.00000000,5000
HUNTERSPEPE,1,DANKMEMECASH,10.00000000,5000
HYPNOTOAD,1,DANKMEMECASH,10.00000000,5000
KEKASHIC,1,DANKMEMECASH,10.00000000,5000
HELOBOSHI,1,DANKMEMECASH,10.00000000,5000
GOBEKLIPEPE,1,PEPECASH,100.00000000,5000
GNIZAMAEPEPA,1,PEPECASH,100.00000000,5000
FUNGUSAPEPE,1,PEPECASH,100.00000000,5000
FROGSONGPEPE,1,PEPECASH,100.00000000,5000
HAIRKEVIN,1,PEPECASH,100.00000000,5000
GOBEKLIPEPE,1,XCP,0.10000000,5000
GNIZAMAEPEPA,1,XCP,0.10000000,5000
FROGSONGPEPE,1,XCP,0.10000000,5000
FUNGUSAPEPE,1,XCP,0.10000000,5000
HAIRKEVIN,1,XCP,0.10000000,5000
GOBEKLIPEPE,1,DANKMEMECASH,10.00000000,5000
GNIZAMAEPEPA,1,DANKMEMECASH,10.00000000,5000
FUNGUSAPEPE,1,DANKMEMECASH,10.00000000,5000
FROGSONGPEPE,1,DANKMEMECASH,10.00000000,5000
HAIRKEVIN,1,DANKMEMECASH,10.00000000,5000
FLOONMAS,1,PEPECASH,100.00000000,5000
A6059313444185330293,1,PEPECASH,100.00000000,5000
FLOONEYHEADS,1,PEPECASH,100.00000000,5000
A5842976146603040662,1,PEPECASH,100.00000000,5000
FROGCLUB,1,PEPECASH,100.00000000,5000
FLOONMAS,1,XCP,0.10000000,5000
FLOONEYHEADS,1,XCP,0.10000000,5000
A6059313444185330293,1,XCP,0.10000000,5000
A5842976146603040662,1,XCP,0.10000000,5000
FROGCLUB,1,XCP,0.10000000,5000
FLOONEYHEADS,1,DANKMEMECASH,10.00000000,5000
FLOONMAS,1,DANKMEMECASH,10.00000000,5000
A6059313444185330293,1,DANKMEMECASH,10.00000000,5000
A5842976146603040662,1,DANKMEMECASH,10.00000000,5000
FROGCLUB,1,DANKMEMECASH,10.00000000,5000
A3979761940094953200,1,PEPECASH,100.00000000,5000
A3841216931613373943,1,PEPECASH,100.00000000,5000
A3926013250165163098,1,PEPECASH,100.00000000,5000
A4246082963349843246,1,PEPECASH,100.00000000,5000
A3699367701913275825,1,PEPECASH,100.00000000,5000
A3979761940094953200,1,XCP,0.10000000,5000
A3926013250165163098,1,XCP,0.10000000,5000
A3841216931613373943,1,XCP,0.10000000,5000
A4246082963349843246,1,XCP,0.10000000,5000
A3699367701913275825,1,XCP,0.10000000,5000
A3979761940094953200,1,DANKMEMECASH,10.00000000,5000
A3926013250165163098,1,DANKMEMECASH,10.00000000,5000
A3841216931613373943,1,DANKMEMECASH,10.00000000,5000
A4246082963349843246,1,DANKMEMECASH,10.00000000,5000
A3699367701913275825,1,DANKMEMECASH,10.00000000,5000
A3659448891208687718,1,PEPECASH,100.00000000,5000
A3615383310774648820,1,PEPECASH,100.00000000,5000
A3642333115660872667,1,PEPECASH,100.00000000,5000
A3345098876319556714,1,PEPECASH,100.00000000,5000
A3690896603041198553,1,PEPECASH,100.00000000,5000
A3659448891208687718,1,XCP,0.10000000,5000
A3642333115660872667,1,XCP,0.10000000,5000
A3615383310774648820,1,XCP,0.10000000,5000
A3345098876319556714,1,XCP,0.10000000,5000
A3690896603041198553,1,XCP,0.10000000,5000
A3642333115660872667,1,DANKMEMECASH,10.00000000,5000
A3659448891208687718,1,DANKMEMECASH,10.00000000,5000
A3615383310774648820,1,DANKMEMECASH,10.00000000,5000
A3345098876319556714,1,DANKMEMECASH,10.00000000,5000
A3690896603041198553,1,DANKMEMECASH,10.00000000,5000
A2990856786083895944,1,PEPECASH,100.00000000,5000
A3270958579767782499,1,PEPECASH,100.00000000,5000
A2804694430493499242,1,PEPECASH,100.00000000,5000
A2762776399520583842,1,PEPECASH,100.00000000,5000
A2331684605975737757,1,PEPECASH,100.00000000,5000
A3270958579767782499,1,XCP,0.10000000,5000
A2990856786083895944,1,XCP,0.10000000,5000
A2804694430493499242,1,XCP,0.10000000,5000
A2331684605975737757,1,XCP,0.10000000,5000
A2762776399520583842,1,XCP,0.10000000,5000
A3270958579767782499,1,DANKMEMECASH,10.00000000,5000
A2804694430493499242,1,DANKMEMECASH,10.00000000,5000
A2331684605975737757,1,DANKMEMECASH,10.00000000,5000
A2990856786083895944,1,DANKMEMECASH,10.00000000,5000
A2762776399520583842,1,DANKMEMECASH,10.00000000,5000
A2099574659233723626,1,PEPECASH,100.00000000,5000
A2031793618002611786,1,PEPECASH,100.00000000,5000
A2255542221478714696,1,PEPECASH,100.00000000,5000
A2296702592690116435,1,PEPECASH,100.00000000,5000
A2299870910107962199,1,PEPECASH,100.00000000,5000
A2296702592690116435,1,XCP,0.10000000,5000
A2099574659233723626,1,XCP,0.10000000,5000
A2031793618002611786,1,XCP,0.10000000,5000
A2255542221478714696,1,XCP,0.10000000,5000
A2299870910107962199,1,XCP,0.10000000,5000
A2255542221478714696,1,DANKMEMECASH,10.00000000,5000
A2031793618002611786,1,DANKMEMECASH,10.00000000,5000
A2099574659233723626,1,DANKMEMECASH,10.00000000,5000
A2296702592690116435,1,DANKMEMECASH,10.00000000,5000
A2299870910107962199,1,DANKMEMECASH,10.00000000,5000
A17783604505152166392,1,PEPECASH,100.00000000,5000
A17121777564858109464,1,PEPECASH,100.00000000,5000
A17652167882367135895,1,PEPECASH,100.00000000,5000
A17176017992433601881,1,PEPECASH,100.00000000,5000
A1843948951282259500,1,PEPECASH,100.00000000,5000
A17176017992433601881,1,XCP,0.10000000,5000
A17652167882367135895,1,XCP,0.10000000,5000
A17783604505152166392,1,XCP,0.10000000,5000
A17121777564858109464,1,XCP,0.10000000,5000
A1843948951282259500,1,XCP,0.10000000,5000
A17121777564858109464,1,DANKMEMECASH,10.00000000,5000
A17783604505152166392,1,DANKMEMECASH,10.00000000,5000
A17652167882367135895,1,DANKMEMECASH,10.00000000,5000
A17176017992433601881,1,DANKMEMECASH,10.00000000,5000
A1843948951282259500,1,DANKMEMECASH,10.00000000,5000
A16728755601195242290,1,PEPECASH,100.00000000,5000
A17071631216521899788,1,PEPECASH,100.00000000,5000
A1682177391804515006,1,PEPECASH,100.00000000,5000
A16896676879901946825,1,PEPECASH,100.00000000,5000
A1672699781672322288,1,PEPECASH,100.00000000,5000
A16896676879901946825,1,XCP,0.10000000,5000
A1682177391804515006,1,XCP,0.10000000,5000
A16728755601195242290,1,XCP,0.10000000,5000
A17071631216521899788,1,XCP,0.10000000,5000
A1672699781672322288,1,XCP,0.10000000,5000
A17071631216521899788,1,DANKMEMECASH,10.00000000,5000
A16896676879901946825,1,DANKMEMECASH,10.00000000,5000
A1682177391804515006,1,DANKMEMECASH,10.00000000,5000
A16728755601195242290,1,DANKMEMECASH,10.00000000,5000
A1672699781672322288,1,DANKMEMECASH,10.00000000,5000
A15250340918488323478,1,PEPECASH,100.00000000,5000
A6059313444185330293,1,PEPECASH,100.00000000,5000
A637044214763826685,1,PEPECASH,100.00000000,5000
A6289671204246359055,1,PEPECASH,100.00000000,5000
A15728689477169752280,1,PEPECASH,100.00000000,5000
A15250340918488323478,1,XCP,0.10000000,5000
A637044214763826685,1,XCP,0.10000000,5000
A6289671204246359055,1,XCP,0.10000000,5000
A6059313444185330293,1,XCP,0.10000000,5000
A15728689477169752280,1,XCP,0.10000000,5000
A6059313444185330293,1,DANKMEMECASH,10.00000000,5000
A15250340918488323478,1,DANKMEMECASH,10.00000000,5000
A637044214763826685,1,DANKMEMECASH,10.00000000,5000
A6289671204246359055,1,DANKMEMECASH,10.00000000,5000
A15728689477169752280,1,DANKMEMECASH,10.00000000,5000
A4246082963349843246,1,PEPECASH,100.00000000,5000
A5842976146603040662,1,PEPECASH,100.00000000,5000
A12132317846132073854,1,PEPECASH,100.00000000,5000
A11863391337727953948,1,PEPECASH,100.00000000,5000
A1183107931818714146,1,PEPECASH,100.00000000,5000
A11863391337727953948,1,XCP,0.10000000,5000
A4246082963349843246,1,XCP,0.10000000,5000
A5842976146603040662,1,XCP,0.10000000,5000
A12132317846132073854,1,XCP,0.10000000,5000
A1183107931818714146,1,XCP,0.10000000,5000
A12132317846132073854,1,DANKMEMECASH,10.00000000,5000
A11863391337727953948,1,DANKMEMECASH,10.00000000,5000
A4246082963349843246,1,DANKMEMECASH,10.00000000,5000
A5842976146603040662,1,DANKMEMECASH,10.00000000,5000
A1183107931818714146,1,DANKMEMECASH,10.00000000,5000
A10733146730093254387,1,PEPECASH,100.00000000,5000
A10407049097036869540,1,PEPECASH,100.00000000,5000
A11008010207784897333,1,PEPECASH,100.00000000,5000
A11777513457179633359,1,PEPECASH,100.00000000,5000
A11792653125434653905,1,PEPECASH,100.00000000,5000
A11777513457179633359,1,XCP,0.10000000,5000
A10733146730093254387,1,XCP,0.10000000,5000
A11008010207784897333,1,XCP,0.10000000,5000
A10407049097036869540,1,XCP,0.10000000,5000
A11792653125434653905,1,XCP,0.10000000,5000
A10407049097036869540,1,DANKMEMECASH,10.00000000,5000
A11008010207784897333,1,DANKMEMECASH,10.00000000,5000
A11777513457179633359,1,DANKMEMECASH,10.00000000,5000
A10733146730093254387,1,DANKMEMECASH,10.00000000,5000
A11792653125434653905,1,DANKMEMECASH,10.00000000,5000
DANKROSECASH,5000.00000000,FAUXCORNKING,1,5000
FAUXCORNCASH,50.00000000,FAUXCORNKING,1,5000
DANKROSECASH,5000.00000000,KERNELLIMITS,1,5000
FAUXCORNCASH,50.00000000,KERNELLIMITS,1,5000
DANKROSECASH,5000.00000000,KERNELISLAND,1,5000
FAUXCORNCASH,50.00000000,KERNELISLAND,1,5000
DANKROSECASH,5000.00000000,RARECOB,1,5000
FAUXCORNCASH,50.00000000,RARECOB,1,5000
DANKROSECASH,5000.00000000,CORNPIGEON,1,5000
FAUXCORNCASH,50.00000000,CORNPIGEON,1,5000
DANKROSECASH,5000.00000000,INTOCORNLAND,1,5000
FAUXCORNCASH,50.00000000,INTOCORNLAND,1,5000
DANKROSECASH,5000.00000000,CORNYHOMER,1,5000
FAUXCORNCASH,50.00000000,CORNYHOMER,1,5000
DANKROSECASH,5000.00000000,GRILLEDCORN,1,5000
FAUXCORNCASH,50.00000000,GRILLEDCORN,1,5000
DANKROSECASH,5000.00000000,CORNDEITY,1,5000
FAUXCORNCASH,50.00000000,CORNDEITY,1,5000
DANKROSECASH,5000.00000000,NEVEREATCORN,1,5000
FAUXCORNCASH,50.00000000,NEVEREATCORN,1,5000
DANKROSECASH,5000.00000000,CORNTAINER,1,5000
FAUXCORNCASH,50.00000000,CORNTAINER,1,5000
DANKROSECASH,5000.00000000,TRUTHBUDCORN,1,5000
FAUXCORNCASH,50.00000000,TRUTHBUDCORN,1,5000
DANKROSECASH,5000.00000000,BITCORNHOLIO,1,5000
FAUXCORNCASH,50.00000000,BITCORNHOLIO,1,5000
DANKROSECASH,5000.00000000,SOUTHCORN,1,5000
FAUXCORNCASH,50.00000000,SOUTHCORN,1,5000
DANKROSECASH,5000.00000000,KERNELKEVIN,1,5000
FAUXCORNCASH,50.00000000,KERNELKEVIN,1,5000
DANKROSECASH,5000.00000000,PREARRANGED,1,5000
FAUXCORNCASH,50.00000000,PREARRANGED,1,5000
DANKROSECASH,5000.00000000,BITCORNKING,1,5000
FAUXCORNCASH,50.00000000,BITCORNKING,1,5000
DANKROSECASH,5000.00000000,CORNEATER,1,5000
FAUXCORNCASH,50.00000000,CORNEATER,1,5000
DANKROSECASH,5000.00000000,CORNALIEN,1,5000
FAUXCORNCASH,50.00000000,CORNALIEN,1,5000
DANKROSECASH,5000.00000000,CORNSNKESKL,1,5000
FAUXCORNCASH,50.00000000,CORNSNKESKL,1,5000
DANKROSECASH,5000.00000000,PAIKCORN,1,5000
FAUXCORNCASH,50.00000000,PAIKCORN,1,5000
DANKROSECASH,5000.00000000,CORNSICKLE,1,5000
FAUXCORNCASH,50.00000000,CORNSICKLE,1,5000
DANKROSECASH,5000.00000000,CORNNUTS,1,5000
FAUXCORNCASH,50.00000000,CORNNUTS,1,5000
DANKROSECASH,5000.00000000,FXCORNFARMER,1,5000
FAUXCORNCASH,50.00000000,FXCORNFARMER,1,5000
DANKROSECASH,5000.00000000,KORNACHMED,1,5000
FAUXCORNCASH,50.00000000,KORNACHMED,1,5000
DANKROSECASH,5000.00000000,OFFDACORN,1,5000
FAUXCORNCASH,50.00000000,OFFDACORN,1,5000
DANKROSECASH,5000.00000000,INCORNITO,1,5000
FAUXCORNCASH,50.00000000,INCORNITO,1,5000
DANKROSECASH,5000.00000000,SLOBONMYKNOB,1,5000
FAUXCORNCASH,50.00000000,SLOBONMYKNOB,1,5000
DANKROSECASH,5000.00000000,CORNFED,1,5000
FAUXCORNCASH,50.00000000,CORNFED,1,5000
DANKROSECASH,5000.00000000,ETOLE,1,5000
FAUXCORNCASH,50.00000000,ETOLE,1,5000
DANKROSECASH,5000.00000000,CORNQUEEN,1,5000
FAUXCORNCASH,50.00000000,CORNQUEEN,1,5000
DANKROSECASH,5000.00000000,CORNROLLIJET,1,5000
FAUXCORNCASH,50.00000000,CORNROLLIJET,1,5000
DANKROSECASH,5000.00000000,BITCORNQUER,1,5000
FAUXCORNCASH,50.00000000,BITCORNQUER,1,5000
DANKROSECASH,5000.00000000,FAUXBANKSY,1,5000
FAUXCORNCASH,50.00000000,FAUXBANKSY,1,5000
DANKROSECASH,5000.00000000,CORNDARGER,1,5000
FAUXCORNCASH,50.00000000,CORNDARGER,1,5000
DANKROSECASH,5000.00000000,MRCORNPORATE,1,5000
FAUXCORNCASH,50.00000000,MRCORNPORATE,1,5000
DANKROSECASH,5000.00000000,TRANSFORMAS,1,5000
FAUXCORNCASH,50.00000000,TRANSFORMAS,1,5000
DANKROSECASH,5000.00000000,KRUSTYCORN,1,5000
FAUXCORNCASH,50.00000000,KRUSTYCORN,1,5000
DANKROSECASH,5000.00000000,CORNELYUNQUE,1,5000
FAUXCORNCASH,50.00000000,CORNELYUNQUE,1,5000
DANKROSECASH,5000.00000000,FIELDOFCORN,1,5000
