give_asset,give_quantity,get_asset,get_quantity,expiration
DANKROSECASH,5000,FAUXCORNKING,1,5000
FAUXCORNCASH,50,FAUXCORNKING,1,5000
DANKROSECASH,5000,KERNELLIMITS,1,5000
FAUXCORNCASH,50,KERNELLIMITS,1,5000
DANKROSECASH,5000,KERNELISLAND,1,5000
FAUXCORNCASH,50,KERNELISLAND,1,5000
DANKROSECASH,5000,RARECOB,1,5000
FAUXCORNCASH,50,RARECOB,1,5000
DANKROSECASH,5000,CORNPIGEON,1,5000
FAUXCORNCASH,50,CORNPIGEON,1,5000
DANKROSECASH,5000,INTOCORNLAND,1,5000
FAUXCORNCASH,50,INTOCORNLAND,1,5000
DANKROSECASH,5000,CORNYHOMER,1,5000
FAUXCORNCASH,50,CORNYHOMER,1,5000
DANKROSECASH,5000,GRILLEDCORN,1,5000
FAUXCORNCASH,50,GRILLEDCORN,1,5000
DANKROSECASH,5000,CORNDEITY,1,5000
FAUXCORNCASH,50,CORNDEITY,1,5000
DANKROSECASH,5000,CORNTAINER,1,5000
FAUXCORNCASH,50,CORNTAINER,1,5000
DANKROSECASH,5000,BITCORNHOLIO,1,5000
FAUXCORNCASH,50,BITCORNHOLIO,1,5000
DANKROSECASH,5000,TRUTHBUDCORN,1,5000
FAUXCORNCASH,50,TRUTHBUDCORN,1,5000
DANKROSECASH,5000,NEVEREATCORN,1,5000
FAUXCORNCASH,50,NEVEREATCORN,1,5000
DANKROSECASH,5000,SOUTHCORN,1,5000
FAUXCORNCASH,50,SOUTHCORN,1,5000
DANKROSECASH,5000,CORNEATER,1,5000
FAUXCORNCASH,50,CORNEATER,1,5000
DANKROSECASH,5000,CORNALIEN,1,5000
FAUXCORNCASH,50,CORNALIEN,1,5000
DANKROSECASH,5000,KERNELKEVIN,1,5000
FAUXCORNCASH,50,KERNELKEVIN,1,5000
DANKROSECASH,5000,BITCORNKING,1,5000
FAUXCORNCASH,50,BITCORNKING,1,5000
DANKROSECASH,5000,PREARRANGED,1,5000
FAUXCORNCASH,50,PREARRANGED,1,5000
DANKROSECASH,5000,CORNSICKLE,1,5000
FAUXCORNCASH,50,CORNSICKLE,1,5000
DANKROSECASH,5000,PAIKCORN,1,5000
FAUXCORNCASH,50,PAIKCORN,1,5000
DANKROSECASH,5000,CORNSNKESKL,1,5000
FAUXCORNCASH,50,CORNSNKESKL,1,5000
DANKROSECASH,5000,CORNNUTS,1,5000
FAUXCORNCASH,50,CORNNUTS,1,5000
DANKROSECASH,5000,FXCORNFARMER,1,5000
FAUXCORNCASH,50,FXCORNFARMER,1,5000
DANKROSECASH,5000,KORNACHMED,1,5000
FAUXCORNCASH,50,KORNACHMED,1,5000
DANKROSECASH,5000,INCORNITO,1,5000
FAUXCORNCASH,50,INCORNITO,1,5000
DANKROSECASH,5000,OFFDACORN,1,5000
FAUXCORNCASH,50,OFFDACORN,1,5000
DANKROSECASH,5000,SLOBONMYKNOB,1,5000
FAUXCORNCASH,50,SLOBONMYKNOB,1,5000
DANKROSECASH,5000,CORNFED,1,5000
FAUXCORNCASH,50,CORNFED,1,5000
DANKROSECASH,5000,CORNQUEEN,1,5000
FAUXCORNCASH,50,CORNQUEEN,1,5000
DANKROSECASH,5000,BITCORNQUER,1,5000
FAUXCORNCASH,50,BITCORNQUER,1,5000
DANKROSECASH,5000,FAUXBANKSY,1,5000
FAUXCORNCASH,50,FAUXBANKSY,1,5000
DANKROSECASH,5000,CORNROLLIJET,1,5000
FAUXCORNCASH,50,CORNROLLIJET,1,5000
DANKROSECASH,5000,ETOLE,1,5000
FAUXCORNCASH,50,ETOLE,1,5000
DANKROSECASH,5000,MRCORNPORATE,1,5000
FAUXCORNCASH,50,MRCORNPORATE,1,5000
DANKROSECASH,5000,CORNELYUNQUE,1,5000
FAUXCORNCASH,50,CORNELYUNQUE,1,5000
DANKROSECASH,5000,CORNDARGER,1,5000
FAUXCORNCASH,50,CORNDARGER,1,5000
DANKROSECASH,5000,KRUSTYCORN,1,5000
FAUXCORNCASH,50,KRUSTYCORN,1,5000
DANKROSECASH,5000,TRANSFORMAS,1,5000
FAUXCORNCASH,50,TRANSFORMAS,1,5000
DANKROSECASH,5000,FIELDOFCORN,1,5000
FAUXCORNCASH,50,FIELDOFCORN,1,5000
DANKROSECASH,5000,CORNMONGER,1,5000
FAUXCORNCASH,50,CORNMONGER,1,5000
DANKROSECASH,5000,GOGHCORNISH,1,5000
FAUXCORNCASH,50,GOGHCORNISH,1,5000
DANKROSECASH,5000,BURNEDCORN,1,5000
FAUXCORNCASH,50,BURNEDCORN,1,5000
DANKROSECASH,5000,METALCORN,1,5000
FAUXCORNCASH,50,METALCORN,1,5000
DANKROSECASH,5000,ISTHISAGRAIL,1,5000
FAUXCORNCASH,50,ISTHISAGRAIL,1,5000
DANKROSECASH,5000,FAULKCORN,1,5000
FAUXCORNCASH,50,FAULKCORN,1,5000
DANKROSECASH,5000,FAUXPOPWAVE,1,5000
FAUXCORNCASH,50,FAUXPOPWAVE,1,5000
DANKROSECASH,5000,FAUXARCHCORN,1,5000
FAUXCORNCASH,50,FAUXARCHCORN,1,5000
DANKROSECASH,5000,CORNSROASTER,1,5000
FAUXCORNCASH,50,CORNSROASTER,1,5000
DANKROSECASH,5000,ONLYCANS,1,5000
FAUXCORNCASH,50,ONLYCANS,1,5000
DANKROSECASH,5000,XCPMADECORN,1,5000
FAUXCORNCASH,50,XCPMADECORN,1,5000
DANKROSECASH,5000,CORNSQUIAT,1,5000
FAUXCORNCASH,50,CORNSQUIAT,1,5000
DANKROSECASH,5000,CORNSHARVEST,1,5000
FAUXCORNCASH,50,CORNSHARVEST,1,5000
DANKROSECASH,5000,CORNSENERGY,1,5000
FAUXCORNCASH,50,CORNSENERGY,1,5000
DANKROSECASH,5000,BUFFALOGAL,1,5000
FAUXCORNCASH,50,BUFFALOGAL,1,5000
DANKROSECASH,5000,LINECORN,1,5000
FAUXCORNCASH,50,LINECORN,1,5000
DANKROSECASH,5000,EDENFARM,1,5000
FAUXCORNCASH,50,EDENFARM,1,5000
A2357688189236371386,1,PEPECASH,100,5000
A2357688189236371386,1,XCP,0.1,5000
A2357688189236371386,1,DANKMEMECASH,10,5000
TOOWEIRDPEPE,1,PEPECASH,100,5000
TOOWEIRDPEPE,1,XCP,0.1,5000
TOOWEIRDPEPE,1,DANKMEMECASH,10,5000
KERNELKEVIN,1,PEPECASH,100,5000
KERNELKEVIN,1,XCP,0.1,5000
KERNELKEVIN,1,DANKMEMECASH,10,5000
DANKROSECASH,1,PEPECASH,100,5000
DANKROSECASH,1,XCP,0.1,5000
DANKROSECASH,1,DANKMEMECASH,10,5000
A5110356191816427873,1,PEPECASH,100,5000
A5110356191816427873,1,XCP,0.1,5000
A5110356191816427873,1,DANKMEMECASH,10,5000
PEPESABINA,1,PEPECASH,100,5000
PEPESABINA,1,XCP,0.1,5000
PEPESABINA,1,DANKMEMECASH,10,5000
PEPEGANS,1,PEPECASH,100,5000
PEPEGANS,1,XCP,0.1,5000
PEPEGANS,1,DANKMEMECASH,10,5000
PEPEDENVER,1,PEPECASH,100,5000
PEPEDENVER,1,XCP,0.1,5000
PEPEDENVER,1,DANKMEMECASH,10,5000
PEPECARLIN,1,PEPECASH,100,5000
PEPECARLIN,1,XCP,0.1,5000
PEPECARLIN,1,DANKMEMECASH,10,5000
ECUADORIAN,1,PEPECASH,100,5000
ECUADORIAN,1,XCP,0.1,5000
ECUADORIAN,1,DANKMEMECASH,10,5000
CANHEAD,1,PEPECASH,100,5000
CANHEAD,1,XCP,0.1,5000
CANHEAD,1,DANKMEMECASH,10,5000
CSHGRBORANGE,1,PEPECASH,100,5000
CSHGRBORANGE,1,XCP,0.1,5000
CSHGRBORANGE,1,DANKMEMECASH,10,5000
BANANAMOTO,1,PEPECASH,100,5000
BANANAMOTO,1,XCP,0.1,5000
BANANAMOTO,1,DANKMEMECASH,10,5000
ISITPEPE,1,PEPECASH,100,5000
ISITPEPE,1,XCP,0.1,5000
ISITPEPE,1,DANKMEMECASH,10,5000
A5537163117121287242,1,PEPECASH,100,5000
A5537163117121287242,1,XCP,0.1,5000
A5537163117121287242,1,DANKMEMECASH,10,5000
JUANTASTIC,1,PEPECASH,100,5000
JUANTASTIC,1,XCP,0.1,5000
JUANTASTIC,1,DANKMEMECASH,10,5000
RAREPANGOLIN,1,PEPECASH,100,5000
RAREPANGOLIN,1,XCP,0.1,5000
RAREPANGOLIN,1,DANKMEMECASH,10,5000
WHITEYWOJAK,1,PEPECASH,100,5000
WHITEYWOJAK,1,XCP,0.1,5000
WHITEYWOJAK,1,DANKMEMECASH,10,5000
BOBOBARACUS,1,PEPECASH,100,5000
BOBOBARACUS,1,XCP,0.1,5000
BOBOBARACUS,1,DANKMEMECASH,10,5000
KRAZYKEVIN,1,PEPECASH,100,5000
KRAZYKEVIN,1,XCP,0.1,5000
KRAZYKEVIN,1,DANKMEMECASH,10,5000
FAKEBACON,1,PEPECASH,100,5000
FAKEBACON,1,XCP,0.1,5000
FAKEBACON,1,DANKMEMECASH,10,5000
CROCHETPEPE,1,PEPECASH,100,5000
CROCHETPEPE,1,XCP,0.1,5000
CROCHETPEPE,1,DANKMEMECASH,10,5000
A18429515139172954198,1,PEPECASH,100,5000
A18429515139172954198,1,XCP,0.1,5000
A18429515139172954198,1,DANKMEMECASH,10,5000
A12071358349845607584,1,PEPECASH,100,5000
A12071358349845607584,1,XCP,0.1,5000
A12071358349845607584,1,DANKMEMECASH,10,5000
A7977038793294615329,1,PEPECASH,100,5000
A7977038793294615329,1,XCP,0.1,5000
A7977038793294615329,1,DANKMEMECASH,10,5000
MUSKTUPEPE,1,PEPECASH,100,5000
MUSKTUPEPE,1,XCP,0.1,5000
MUSKTUPEPE,1,DANKMEMECASH,10,5000
TWICEELEVEN,1,PEPECASH,100,5000
TWICEELEVEN,1,XCP,0.1,5000
TWICEELEVEN,1,DANKMEMECASH,10,5000
A5187459832629171331,1,PEPECASH,100,5000
A5187459832629171331,1,XCP,0.1,5000
A5187459832629171331,1,DANKMEMECASH,10,5000
MDRNFLOONEY,1,PEPECASH,100,5000
MDRNFLOONEY,1,XCP,0.1,5000
MDRNFLOONEY,1,DANKMEMECASH,10,5000
A11658580420535347486,1,PEPECASH,100,5000
A11658580420535347486,1,XCP,0.1,5000
A11658580420535347486,1,DANKMEMECASH,10,5000
HOMERBRICK,1,PEPECASH,100,5000
HOMERBRICK,1,XCP,0.1,5000
HOMERBRICK,1,DANKMEMECASH,10,5000
BRICKDREAM,1,PEPECASH,100,5000
BRICKDREAM,1,XCP,0.1,5000
BRICKDREAM,1,DANKMEMECASH,10,5000
BRICKMUNDI,1,PEPECASH,100,5000
BRICKMUNDI,1,XCP,0.1,5000
BRICKMUNDI,1,DANKMEMECASH,10,5000
ZOMBIEFLU,1,PEPECASH,100,5000
ZOMBIEFLU,1,XCP,0.1,5000
ZOMBIEFLU,1,DANKMEMECASH,10,5000
WHERESDOKWON,1,PEPECASH,100,5000
WHERESDOKWON,1,XCP,0.1,5000
WHERESDOKWON,1,DANKMEMECASH,10,5000
WEAREALLJOEY,1,PEPECASH,100,5000
WEAREALLJOEY,1,XCP,0.1,5000
WEAREALLJOEY,1,DANKMEMECASH,10,5000
WAFFPEPE,1,PEPECASH,100,5000
WAFFPEPE,1,XCP,0.1,5000
WAFFPEPE,1,DANKMEMECASH,10,5000
ULTWORRIER,1,PEPECASH,100,5000
ULTWORRIER,1,XCP,0.1,5000
ULTWORRIER,1,DANKMEMECASH,10,5000
UCITCOIN,1,PEPECASH,100,5000
UCITCOIN,1,XCP,0.1,5000
UCITCOIN,1,DANKMEMECASH,10,5000
TWOCPEPE,1,PEPECASH,100,5000
TWOCPEPE,1,XCP,0.1,5000
TWOCPEPE,1,DANKMEMECASH,10,5000
TORNATHAN,1,PEPECASH,100,5000
TORNATHAN,1,XCP,0.1,5000
TORNATHAN,1,DANKMEMECASH,10,5000
ZOMBIEFLU,1,PEPECASH,100,5000
ZOMBIEFLU,1,XCP,0.1,5000
ZOMBIEFLU,1,DANKMEMECASH,10,5000
WHERESDOKWON,1,PEPECASH,100,5000
WHERESDOKWON,1,XCP,0.1,5000
WHERESDOKWON,1,DANKMEMECASH,10,5000
WEAREALLJOEY,1,PEPECASH,100,5000
WEAREALLJOEY,1,XCP,0.1,5000
WEAREALLJOEY,1,DANKMEMECASH,10,5000
WAFFPEPE,1,PEPECASH,100,5000
WAFFPEPE,1,XCP,0.1,5000
WAFFPEPE,1,DANKMEMECASH,10,5000
ULTWORRIER,1,PEPECASH,100,5000
ULTWORRIER,1,XCP,0.1,5000
ULTWORRIER,1,DANKMEMECASH,10,5000
UCITCOIN,1,PEPECASH,100,5000
UCITCOIN,1,XCP,0.1,5000
UCITCOIN,1,DANKMEMECASH,10,5000
TWOCPEPE,1,PEPECASH,100,5000
TWOCPEPE,1,XCP,0.1,5000
TWOCPEPE,1,DANKMEMECASH,10,5000
TORNATHAN,1,PEPECASH,100,5000
TORNATHAN,1,XCP,0.1,5000
TORNATHAN,1,DANKMEMECASH,10,5000
SWANDERTAKER,1,PEPECASH,100,5000
SWANDERTAKER,1,XCP,0.1,5000
SWANDERTAKER,1,DANKMEMECASH,10,5000
STILLBOSHI,1,PEPECASH,100,5000
STILLBOSHI,1,XCP,0.1,5000
STILLBOSHI,1,DANKMEMECASH,10,5000
SKULLAPEPE,1,PEPECASH,100,5000
SKULLAPEPE,1,XCP,0.1,5000
SKULLAPEPE,1,DANKMEMECASH,10,5000
SHODDYLAY,1,PEPECASH,100,5000
SHODDYLAY,1,XCP,0.1,5000
SHODDYLAY,1,DANKMEMECASH,10,5000
FLOONMAS,1,PEPECASH,100,5000
FLOONMAS,1,XCP,0.1,5000
FLOONMAS,1,DANKMEMECASH,10,5000
FLOONEYHEADS,1,PEPECASH,100,5000
FLOONEYHEADS,1,XCP,0.1,5000
FLOONEYHEADS,1,DANKMEMECASH,10,5000
FLOCKPARTY,1,PEPECASH,100,5000
FLOCKPARTY,1,XCP,0.1,5000
FLOCKPARTY,1,DANKMEMECASH,10,5000
FLOCKMUSIC,1,PEPECASH,100,5000
FLOCKMUSIC,1,XCP,0.1,5000
FLOCKMUSIC,1,DANKMEMECASH,10,5000
FLOCKCLUB,1,PEPECASH,100,5000
FLOCKCLUB,1,XCP,0.1,5000
FLOCKCLUB,1,DANKMEMECASH,10,5000
FEELSWEIRD,1,PEPECASH,100,5000
FEELSWEIRD,1,XCP,0.1,5000
FEELSWEIRD,1,DANKMEMECASH,10,5000
FAYC,1,PEPECASH,100,5000
FAYC,1,XCP,0.1,5000
FAYC,1,DANKMEMECASH,10,5000
FAKESPACEDUB,1,PEPECASH,100,5000
FAKESPACEDUB,1,XCP,0.1,5000
FAKESPACEDUB,1,DANKMEMECASH,10,5000
FAKEKYCPEPE,1,PEPECASH,100,5000
FAKEKYCPEPE,1,XCP,0.1,5000
FAKEKYCPEPE,1,DANKMEMECASH,10,5000
FAKEKEKOWSKI,1,PEPECASH,100,5000
FAKEKEKOWSKI,1,XCP,0.1,5000
FAKEKEKOWSKI,1,DANKMEMECASH,10,5000
FAKEGOAT,1,PEPECASH,100,5000
FAKEGOAT,1,XCP,0.1,5000
FAKEGOAT,1,DANKMEMECASH,10,5000
FAKEFLOONEY,1,PEPECASH,100,5000
FAKEFLOONEY,1,XCP,0.1,5000
FAKEFLOONEY,1,DANKMEMECASH,10,5000
EKAFKERAM,1,PEPECASH,100,5000
EKAFKERAM,1,XCP,0.1,5000
EKAFKERAM,1,DANKMEMECASH,10,5000
DRAGONDARKY,1,PEPECASH,100,5000
DRAGONDARKY,1,XCP,0.1,5000
DRAGONDARKY,1,DANKMEMECASH,10,5000
DOODLEGHANDI,1,PEPECASH,100,5000
DOODLEGHANDI,1,XCP,0.1,5000
DOODLEGHANDI,1,DANKMEMECASH,10,5000
DAVEYBOBSMTH,1,PEPECASH,100,5000
DAVEYBOBSMTH,1,XCP,0.1,5000
DAVEYBOBSMTH,1,DANKMEMECASH,10,5000
DARKPILLPUP,1,PEPECASH,100,5000
DARKPILLPUP,1,XCP,0.1,5000
DARKPILLPUP,1,DANKMEMECASH,10,5000
PEPEPAK,1,PEPECASH,100,5000
PEPEPAK,1,XCP,0.1,5000
PEPEPAK,1,DANKMEMECASH,10,5000
PEPEOLIVER,1,PEPECASH,100,5000
PEPEOLIVER,1,XCP,0.1,5000
PEPEOLIVER,1,DANKMEMECASH,10,5000
PEPENOUN,1,PEPECASH,100,5000
PEPENOUN,1,XCP,0.1,5000
PEPENOUN,1,DANKMEMECASH,10,5000
PEPENAGUAL,1,PEPECASH,100,5000
PEPENAGUAL,1,XCP,0.1,5000
PEPENAGUAL,1,DANKMEMECASH,10,5000
PEPEMCFLY,1,PEPECASH,100,5000
PEPEMCFLY,1,XCP,0.1,5000
PEPEMCFLY,1,DANKMEMECASH,10,5000
PEPEKUBRICK,1,PEPECASH,100,5000
PEPEKUBRICK,1,XCP,0.1,5000
PEPEKUBRICK,1,DANKMEMECASH,10,5000
PEPEHASBULLA,1,PEPECASH,100,5000
PEPEHASBULLA,1,XCP,0.1,5000
PEPEHASBULLA,1,DANKMEMECASH,10,5000
PEPEGLYNDWR,1,PEPECASH,100,5000
PEPEGLYNDWR,1,XCP,0.1,5000
PEPEGLYNDWR,1,DANKMEMECASH,10,5000
PEPEGARTH,1,PEPECASH,100,5000
PEPEGARTH,1,XCP,0.1,5000
PEPEGARTH,1,DANKMEMECASH,10,5000
PEPECOLUMBO,1,PEPECASH,100,5000
PEPECOLUMBO,1,XCP,0.1,5000
PEPECOLUMBO,1,DANKMEMECASH,10,5000
PEPEBLEBROX,1,PEPECASH,100,5000
PEPEBLEBROX,1,XCP,0.1,5000
PEPEBLEBROX,1,DANKMEMECASH,10,5000
PEPEARWYN,1,PEPECASH,100,5000
PEPEARWYN,1,XCP,0.1,5000
PEPEARWYN,1,DANKMEMECASH,10,5000
OPRETURNS,1,PEPECASH,100,5000
OPRETURNS,1,XCP,0.1,5000
OPRETURNS,1,DANKMEMECASH,10,5000
ONTHEROPES,1,PEPECASH,100,5000
ONTHEROPES,1,XCP,0.1,5000
ONTHEROPES,1,DANKMEMECASH,10,5000
OBIWANPEPE,1,PEPECASH,100,5000
OBIWANPEPE,1,XCP,0.1,5000
OBIWANPEPE,1,DANKMEMECASH,10,5000
NOTAPEPEMOTO,1,PEPECASH,100,5000
NOTAPEPEMOTO,1,XCP,0.1,5000
NOTAPEPEMOTO,1,DANKMEMECASH,10,5000
NOTAMIKAHEAD,1,PEPECASH,100,5000
NOTAMIKAHEAD,1,XCP,0.1,5000
NOTAMIKAHEAD,1,DANKMEMECASH,10,5000
NFTV,1,PEPECASH,100,5000
NFTV,1,XCP,0.1,5000
NFTV,1,DANKMEMECASH,10,5000
NAKANUBIS,1,PEPECASH,100,5000
NAKANUBIS,1,XCP,0.1,5000
NAKANUBIS,1,DANKMEMECASH,10,5000
A920272242107890497,1,PEPECASH,100,5000
A920272242107890497,1,XCP,0.1,5000
A920272242107890497,1,DANKMEMECASH,10,5000
A9076275087923551338,1,PEPECASH,100,5000
A9076275087923551338,1,XCP,0.1,5000
A9076275087923551338,1,DANKMEMECASH,10,5000
A8883132498510924183,1,PEPECASH,100,5000
A8883132498510924183,1,XCP,0.1,5000
A8883132498510924183,1,DANKMEMECASH,10,5000
A8718617862755322589,1,PEPECASH,100,5000
A8718617862755322589,1,XCP,0.1,5000
A8718617862755322589,1,DANKMEMECASH,10,5000
A8012629599281459099,1,PEPECASH,100,5000
A8012629599281459099,1,XCP,0.1,5000
A8012629599281459099,1,DANKMEMECASH,10,5000
A7682980478693149380,1,PEPECASH,100,5000
A7682980478693149380,1,XCP,0.1,5000
A7682980478693149380,1,DANKMEMECASH,10,5000
A7558311044173685461,1,PEPECASH,100,5000
A7558311044173685461,1,XCP,0.1,5000
A7558311044173685461,1,DANKMEMECASH,10,5000
A7346225875825596724,1,PEPECASH,100,5000
A7346225875825596724,1,XCP,0.1,5000
A7346225875825596724,1,DANKMEMECASH,10,5000
A7131449126060447607,1,PEPECASH,100,5000
A7131449126060447607,1,XCP,0.1,5000
A7131449126060447607,1,DANKMEMECASH,10,5000
HELOBOSHI,1,PEPECASH,100,5000
HELOBOSHI,1,XCP,0.1,5000
HELOBOSHI,1,DANKMEMECASH,10,5000
HAIRKEVIN,1,PEPECASH,100,5000
HAIRKEVIN,1,XCP,0.1,5000
HAIRKEVIN,1,DANKMEMECASH,10,5000
GOBEKLIPEPE,1,PEPECASH,100,5000
GOBEKLIPEPE,1,XCP,0.1,5000
GOBEKLIPEPE,1,DANKMEMECASH,10,5000
GNIZAMAEPEPA,1,PEPECASH,100,5000
GNIZAMAEPEPA,1,XCP,0.1,5000
GNIZAMAEPEPA,1,DANKMEMECASH,10,5000
FUNGUSAPEPE,1,PEPECASH,100,5000
FUNGUSAPEPE,1,XCP,0.1,5000
FUNGUSAPEPE,1,DANKMEMECASH,10,5000
FROGSONGPEPE,1,PEPECASH,100,5000
FROGSONGPEPE,1,XCP,0.1,5000
FROGSONGPEPE,1,DANKMEMECASH,10,5000
FROGCLUB,1,PEPECASH,100,5000
FROGCLUB,1,XCP,0.1,5000
FROGCLUB,1,DANKMEMECASH,10,5000
FLOONMAS,1,PEPECASH,100,5000
FLOONMAS,1,XCP,0.1,5000
FLOONMAS,1,DANKMEMECASH,10,5000
FLOONEYHEADS,1,PEPECASH,100,5000
FLOONEYHEADS,1,XCP,0.1,5000
FLOONEYHEADS,1,DANKMEMECASH,10,5000
FLOCKPARTY,1,PEPECASH,100,5000
FLOCKPARTY,1,XCP,0.1,5000
FLOCKPARTY,1,DANKMEMECASH,10,5000
FLOCKMUSIC,1,PEPECASH,100,5000
FLOCKMUSIC,1,XCP,0.1,5000
FLOCKMUSIC,1,DANKMEMECASH,10,5000
FLOCKCLUB,1,PEPECASH,100,5000
FLOCKCLUB,1,XCP,0.1,5000
FLOCKCLUB,1,DANKMEMECASH,10,5000
FEELSWEIRD,1,PEPECASH,100,5000
FEELSWEIRD,1,XCP,0.1,5000
FEELSWEIRD,1,DANKMEMECASH,10,5000
FAYC,1,PEPECASH,100,5000
FAYC,1,XCP,0.1,5000
FAYC,1,DANKMEMECASH,10,5000
FAKESPACEDUB,1,PEPECASH,100,5000
